"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"ID4604"	"0.00764"	"3.47e-05"	"-5.7437936"	"2.5368"	"-1.46"	"POLE2"	"polymerase (DNA directed), epsilon 2 (p59 subunit)"
"ID9422"	"0.00764"	"3.52e-05"	"-5.736499"	"2.5239"	"-1.03"	"PDPN"	"podoplanin"
"ID7673"	"0.00764"	"3.52e-05"	"-5.7363004"	"2.52355"	"-1.18"	"RGS4"	"regulator of G-protein signaling 4"
"ID16297"	"0.00764"	"3.54e-05"	"-5.7334183"	"2.51845"	"-1.01"	"FKBP11"	"FK506 binding protein 11, 19 kDa"
"ID8279"	"0.00779"	"3.65e-05"	"5.7165555"	"2.48858"	"1.27"	"COX7C"	"cytochrome c oxidase subunit VIIc"
"ID15440"	"0.00802"	"3.89e-05"	"-5.6837094"	"2.43027"	"-1.80"	"PYGL"	"phosphorylase, glycogen; liver (Hers disease, glycogen storage disease type VI)"
"ID4337"	"0.00802"	"3.89e-05"	"5.6829026"	"2.42884"	"1.06"	"WDR45"	"WD repeat domain 45"
"ID23"	"0.00802"	"3.95e-05"	"-5.6750345"	"2.41485"	"-1.22"	"CXCL1"	"chemokine (C-X-C motif) ligand 1 (melanoma growth stimulating activity, alpha)"
"ID1221"	"0.00802"	"3.97e-05"	"5.6730741"	"2.41136"	"1.94"	"PMS2L1"	"postmeiotic segregation increased 2-like 1"
"ID4233"	"0.00802"	"4.01e-05"	"-5.6676086"	"2.40163"	"-1.20"	"SCAMP2"	"secretory carrier membrane protein 2"
"ID13264"	"0.00818"	"4.17e-05"	"5.646601"	"2.36421"	"8.36e-01"	"PSMC5"	"proteasome (prosome, macropain) 26S subunit, ATPase, 5"
"ID2767"	"0.00818"	"4.22e-05"	"-5.6405961"	"2.3535"	"-1.30"	"HIRA"	"HIR histone cell cycle regulation defective homolog A (S. cerevisiae)"
"ID9458"	"0.00818"	"4.28e-05"	"5.6322339"	"2.33858"	"1.25"	"ATP6V0A2"	"ATPase, H+ transporting, lysosomal V0 subunit a2"
"ID6890"	"0.00818"	"4.29e-05"	"-5.6317859"	"2.33778"	"-1.09"	"LCP1"	"lymphocyte cytosolic protein 1 (L-plastin)"
"ID13945"	"0.00826"	"4.42e-05"	"-5.6155446"	"2.30876"	"-1.13"	"LOC651298///EGLN2"	"similar to Cytochrome P450 2G1 (CYPIIG1) (P450-OLF1) (Olfactive)///egl nine homolog 2 (C. elegans)"
"ID6961"	"0.00826"	"4.43e-05"	"5.6147178"	"2.30729"	"2.52"	"FABP3"	"fatty acid binding protein 3, muscle and heart (mammary-derived growth inhibitor)"
"ID9062"	"0.00842"	"4.57e-05"	"-5.59839"	"2.27808"	"-1.16"	"BUD31"	"BUD31 homolog (S. cerevisiae)"
"ID823"	"0.00851"	"4.67e-05"	"-5.5871293"	"2.25791"	"-1.04"	"SNRPG"	"small nuclear ribonucleoprotein polypeptide G"
"ID15098"	"0.00876"	"4.86e-05"	"-5.5659867"	"2.21999"	"-1.08"	"LCP1"	"lymphocyte cytosolic protein 1 (L-plastin)"
"ID11473"	"0.00889"	"5.02e-05"	"5.5489374"	"2.18937"	"7.90e-01"	"SSX3"	"synovial sarcoma, X breakpoint 3"
"ID9212"	"0.00889"	"5.04e-05"	"-5.5470493"	"2.18597"	"-1.87"	"SLC27A2"	"solute carrier family 27 (fatty acid transporter), member 2"
"ID13022"	"0.0089"	"5.10e-05"	"5.5406132"	"2.1744"	"1.40"	"ACSL1"	"acyl-CoA synthetase long-chain family member 1"
"ID8357"	"0.0089"	"5.15e-05"	"5.5352218"	"2.1647"	"2.68"	"UCK2"	"uridine-cytidine kinase 2"
"ID15881"	"0.00921"	"5.40e-05"	"-5.5105426"	"2.12025"	"-1.18"	"RGS4"	"regulator of G-protein signaling 4"
"ID7127"	"0.00921"	"5.46e-05"	"5.5049692"	"2.1102"	"2.54"	""	""
"ID8152"	"0.00921"	"5.50e-05"	"5.5007988"	"2.10267"	"1.28"	"SCNN1D"	"sodium channel, nonvoltage-gated 1, delta"
"ID7564"	"0.00942"	"5.68e-05"	"5.4840222"	"2.07238"	"8.99e-01"	"PLA2R1"	"phospholipase A2 receptor 1, 180kDa"
"ID7720"	"0.00993"	"6.05e-05"	"-5.4512381"	"2.01307"	"-3.54"	"PHLDA1"	"pleckstrin homology-like domain, family A, member 1"
"ID8207"	"0.00995"	"6.16e-05"	"5.4418381"	"1.99603"	"1.80"	"MRCL3"	"myosin regulatory light chain MRCL3"
"ID12502"	"0.00995"	"6.18e-05"	"-5.4395752"	"1.99193"	"-1.19"	"BMP2"	"bone morphogenetic protein 2"
"ID10132"	"0.00995"	"6.33e-05"	"-5.4270287"	"1.96917"	"-1.88"	"BEX2"	"brain expressed X-linked 2"
"ID6867"	"0.00995"	"6.34e-05"	"-5.4264625"	"1.96814"	"-1.45"	"IL4R"	"interleukin 4 receptor"
"ID1638"	"0.00995"	"6.41e-05"	"5.4212121"	"1.95861"	"1.04"	"PTGIR"	"prostaglandin I2 (prostacyclin) receptor (IP)"
"ID4419"	"0.00995"	"6.42e-05"	"-5.4198126"	"1.95607"	"-1.40"	""	""
"ID3232"	"0.01021"	"6.66e-05"	"-5.4012738"	"1.92238"	"-8.85e-01"	"RAB35"	"RAB35, member RAS oncogene family"
"ID11949"	"0.01043"	"6.87e-05"	"-5.3851453"	"1.89303"	"-1.98"	"PLA2G4A"	"phospholipase A2, group IVA (cytosolic, calcium-dependent)"
"ID11217"	"0.01043"	"6.92e-05"	"5.3808185"	"1.88515"	"1.71"	"SLC16A7"	"solute carrier family 16, member 7 (monocarboxylic acid transporter 2)"
"ID9203"	"0.01057"	"7.08e-05"	"5.3688476"	"1.86333"	"9.56e-01"	"COMTD1"	"catechol-O-methyltransferase domain containing 1"
"ID9426"	"0.01057"	"7.20e-05"	"5.3603733"	"1.84788"	"1.02"	"GFRA1"	"GDNF family receptor alpha 1"
"ID6668"	"0.01057"	"7.22e-05"	"5.3592668"	"1.84586"	"2.55"	""	""
"ID3011"	"0.01057"	"7.27e-05"	"-5.3551977"	"1.83843"	"-9.12e-01"	"TRPA1"	"transient receptor potential cation channel, subfamily A, member 1"
"ID1188"	"0.01065"	"7.39e-05"	"5.3466967"	"1.82291"	"2.47"	"ESM1"	"endothelial cell-specific molecule 1"
"ID9429"	"0.01087"	"7.61e-05"	"5.3316492"	"1.79541"	"1.80"	"PMS2L1"	"postmeiotic segregation increased 2-like 1"
"ID13764"	"0.01093"	"7.72e-05"	"5.3241028"	"1.78161"	"1.25"	"TLR3"	"toll-like receptor 3"
"ID6377"	"0.01125"	"8.02e-05"	"-5.3049144"	"1.74648"	"-1.01"	"TBL2"	"transducin (beta)-like 2"
"ID14405"	"0.01148"	"8.32e-05"	"-5.2856609"	"1.71118"	"-1.90"	"RFC4"	"replication factor C (activator 1) 4, 37kDa"
"ID7664"	"0.01148"	"8.32e-05"	"-5.2854659"	"1.71082"	"-2.41"	""	""
"ID4030"	"0.01148"	"8.39e-05"	"-5.281308"	"1.70319"	"-9.27e-01"	"BTK"	"Bruton agammaglobulinemia tyrosine kinase"
"ID15821"	"0.01191"	"8.78e-05"	"5.2579943"	"1.66036"	"1.06"	"FKBP8"	"FK506 binding protein 8, 38kDa"
"ID14988"	"0.01198"	"8.90e-05"	"-5.2508432"	"1.64721"	"-1.35"	"UGT2B7"	"UDP glucuronosyltransferase 2 family, polypeptide B7"
"ID4321"	"0.01201"	"9.00e-05"	"-5.2450446"	"1.63654"	"-1.88"	"ADAM23"	"ADAM metallopeptidase domain 23"
"ID10115"	"0.01213"	"9.22e-05"	"-5.2328597"	"1.61411"	"-1.74"	"TPX2"	"TPX2, microtubule-associated, homolog (Xenopus laevis)"
"ID6197"	"0.01213"	"9.24e-05"	"-5.2318978"	"1.61234"	"-1.88"	"RFC4"	"replication factor C (activator 1) 4, 37kDa"
"ID7211"	"0.0123"	"9.52e-05"	"5.2161843"	"1.58337"	"1.81"	"ANK1"	"ankyrin 1, erythrocytic"
"ID15866"	"0.0123"	"9.58e-05"	"5.2129885"	"1.57748"	"1.92"	"MDH1"	"malate dehydrogenase 1, NAD (soluble)"
"ID15146"	"0.0123"	"9.59e-05"	"-5.2124298"	"1.57645"	"-7.68e-01"	"NMT1"	"N-myristoyltransferase 1"
"ID7658"	"0.0126"	"9.93e-05"	"5.1947084"	"1.54373"	"1.88"	"MDH1"	"malate dehydrogenase 1, NAD (soluble)"
"ID15419"	"0.0126"	"1.03e-04"	"5.1778417"	"1.51256"	"1.86"	"ANK1"	"ankyrin 1, erythrocytic"
"ID26"	"0.0126"	"1.04e-04"	"-5.1692997"	"1.49676"	"-1.41"	"RNH1"	"ribonuclease/angiogenin inhibitor 1"
"ID3599"	"0.0126"	"1.05e-04"	"5.1655186"	"1.48976"	"1.83"	""	""
"ID1004"	"0.0126"	"1.05e-04"	"-5.1636487"	"1.4863"	"-1.77"	"SLC27A2"	"solute carrier family 27 (fatty acid transporter), member 2"
"ID1224"	"0.0126"	"1.06e-04"	"-5.1619787"	"1.48321"	"-1.84"	"BMPR1A"	"bone morphogenetic protein receptor, type IA"
"ID1924"	"0.0126"	"1.06e-04"	"-5.1605189"	"1.4805"	"-1.78"	"BEX2"	"brain expressed X-linked 2"
"ID13586"	"0.0126"	"1.06e-04"	"5.1599276"	"1.47941"	"1.59"	"SCHIP1"	"schwannomin interacting protein 1"
"ID344"	"0.0126"	"1.06e-04"	"-5.1597371"	"1.47906"	"-1.38"	"HPS1"	"Hermansky-Pudlak syndrome 1"
"ID13255"	"0.0126"	"1.07e-04"	"5.1586973"	"1.47713"	"1.42"	"PER3"	"period homolog 3 (Drosophila)"
"ID15169"	"0.0126"	"1.08e-04"	"5.1509519"	"1.46278"	"2.17"	"FABP3"	"fatty acid binding protein 3, muscle and heart (mammary-derived growth inhibitor)"
"ID11480"	"0.0126"	"1.08e-04"	"-5.1505972"	"1.46212"	"-2.14"	"GAL"	"galanin prepropeptide"
"ID1519"	"0.0126"	"1.08e-04"	"5.1504414"	"1.46184"	"1.54"	"SREBF1"	"sterol regulatory element binding transcription factor 1"
"ID1637"	"0.0126"	"1.09e-04"	"5.1461618"	"1.4539"	"9.32e-01"	""	""
"ID8378"	"0.0126"	"1.10e-04"	"5.1431984"	"1.44841"	"2.21"	"PRKG1"	"protein kinase, cGMP-dependent, type I"
"ID1715"	"0.0126"	"1.11e-04"	"-5.138503"	"1.4397"	"-1.72"	"MYC"	"v-myc myelocytomatosis viral oncogene homolog (avian)"
"ID27"	"0.0126"	"1.11e-04"	"-5.1363933"	"1.43579"	"-1.02"	"RING1"	"ring finger protein 1"
"ID6359"	"0.01278"	"1.14e-04"	"5.1254447"	"1.41547"	"8.89e-01"	"ELL"	"elongation factor RNA polymerase II"
"ID7810"	"0.01278"	"1.15e-04"	"5.1182605"	"1.40213"	"1.02"	"PADI4"	"peptidyl arginine deiminase, type IV"
"ID170"	"0.01278"	"1.15e-04"	"5.1174864"	"1.4007"	"2.27"	"PRKG1"	"protein kinase, cGMP-dependent, type I"
"ID14159"	"0.01278"	"1.16e-04"	"5.1150737"	"1.39622"	"2.00"	"NPHP1"	"nephronophthisis 1 (juvenile)"
"ID15907"	"0.01286"	"1.18e-04"	"5.1073921"	"1.38194"	"2.74"	""	""
"ID12545"	"0.01286"	"1.18e-04"	"5.1050976"	"1.37768"	"1.12"	"WDR45"	"WD repeat domain 45"
"ID4814"	"0.01328"	"1.24e-04"	"5.0795536"	"1.33015"	"1.40"	"ACSL1"	"acyl-CoA synthetase long-chain family member 1"
"ID7748"	"0.01328"	"1.25e-04"	"-5.0783638"	"1.32793"	"-2.01"	"FGL1"	"fibrinogen-like 1"
"ID15293"	"0.01328"	"1.25e-04"	"-5.0779812"	"1.32722"	"-1.24"	"PDE8B"	"phosphodiesterase 8B"
"ID582"	"0.01328"	"1.25e-04"	"-5.075362"	"1.32234"	"-1.36"	"RNF138"	"ring finger protein 138"
"ID4339"	"0.01355"	"1.29e-04"	"5.0618255"	"1.29711"	"1.33"	"CDC40"	"cell division cycle 40 homolog (S. cerevisiae)"
"ID5138"	"0.01376"	"1.33e-04"	"-5.0466171"	"1.26874"	"-1.01"	"TCOF1"	"Treacher Collins-Franceschetti syndrome 1"
"ID13091"	"0.01376"	"1.33e-04"	"5.0466165"	"1.26874"	"9.37e-01"	"NDUFS1"	"NADH dehydrogenase (ubiquinone) Fe-S protein 1, 75kDa (NADH-coenzyme Q reductase)"
"ID6842"	"0.01376"	"1.33e-04"	"5.0442903"	"1.2644"	"1.79"	"PTPRB"	"protein tyrosine phosphatase, receptor type, B"
"ID16403"	"0.01376"	"1.36e-04"	"-5.0349105"	"1.24688"	"-2.97"	""	""
"ID8432"	"0.01376"	"1.36e-04"	"5.0336562"	"1.24454"	"7.99e-01"	"PAX1"	"paired box 1"
"ID16415"	"0.01376"	"1.36e-04"	"5.0331103"	"1.24352"	"1.64"	"MRCL3"	"myosin regulatory light chain MRCL3"
"ID1253"	"0.01376"	"1.37e-04"	"5.0317033"	"1.24089"	"1.17"	"SCFD1"	"sec1 family domain containing 1"
"ID1601"	"0.01384"	"1.38e-04"	"5.0249553"	"1.22828"	"8.85e-01"	"AP1M2"	"adaptor-related protein complex 1, mu 2 subunit"
"ID7216"	"0.01384"	"1.39e-04"	"-5.0226729"	"1.22401"	"-9.37e-01"	"ERGIC3"	"ERGIC and golgi 3"
"ID4217"	"0.01403"	"1.42e-04"	"-5.0126103"	"1.20519"	"-1.61"	"MAD2L1"	"MAD2 mitotic arrest deficient-like 1 (yeast)"
"ID6760"	"0.01435"	"1.46e-04"	"4.9983119"	"1.17843"	"9.39e-01"	"REV1"	"REV1 homolog (S. cerevisiae)"
"ID298"	"0.01437"	"1.47e-04"	"-4.9933481"	"1.16913"	"-2.36"	"MAGEB2"	"melanoma antigen family B, 2"
"ID12693"	"0.01437"	"1.48e-04"	"4.9913643"	"1.16542"	"9.35e-01"	"BCKDHB"	"branched chain keto acid dehydrogenase E1, beta polypeptide (maple syrup urine disease)"
"ID11037"	"0.01458"	"1.51e-04"	"4.9811839"	"1.14634"	"8.63e-01"	"INS-IGF2///IGF2"	"INS-IGF2///insulin-like growth factor 2 (somatomedin A)"
"ID12627"	"0.01476"	"1.54e-04"	"-4.9701134"	"1.12557"	"-1.37"	""	""
"ID15816"	"0.01476"	"1.55e-04"	"-4.968979"	"1.12345"	"-1.39"	"PRKAG1"	"protein kinase, AMP-activated, gamma 1 non-catalytic subunit"
"ID7232"	"0.01484"	"1.56e-04"	"-4.9633613"	"1.1129"	"-1.73"	"PYGL"	"phosphorylase, glycogen; liver (Hers disease, glycogen storage disease type VI)"
"ID4031"	"0.01519"	"1.61e-04"	"-4.9472141"	"1.08258"	"-1.02"	"RND1"	"Rho family GTPase 1"
"ID9432"	"0.01519"	"1.63e-04"	"-4.9432382"	"1.07511"	"-1.75"	"BMPR1A"	"bone morphogenetic protein receptor, type IA"
"ID93"	"0.01519"	"1.63e-04"	"-4.9427905"	"1.07427"	"-9.36e-01"	"ADM"	"adrenomedullin"
"ID7779"	"0.01522"	"1.64e-04"	"-4.938905"	"1.06696"	"-9.56e-01"	"GOLT1B"	"golgi transport 1 homolog B (S. cerevisiae)"
"ID4227"	"0.01526"	"1.65e-04"	"4.9348716"	"1.05938"	"8.12e-01"	"NDUFB5"	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 5, 16kDa"
"ID5056"	"0.01526"	"1.67e-04"	"4.9292614"	"1.04883"	"7.43e-01"	"PSMC5"	"proteasome (prosome, macropain) 26S subunit, ATPase, 5"
"ID6570"	"0.01526"	"1.67e-04"	"4.9290362"	"1.04841"	"3.27"	"FABP4"	"fatty acid binding protein 4, adipocyte"
"ID3032"	"0.01566"	"1.73e-04"	"-4.9133672"	"1.01891"	"-7.85e-01"	""	""
"ID3457"	"0.01594"	"1.77e-04"	"4.9014656"	"0.99649"	"1.08"	"ATP5F1"	"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit B1"
"ID12581"	"0.01653"	"1.84e-04"	"4.8806236"	"0.95719"	"8.02e-01"	"CACNA1A"	"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit"
"ID1175"	"0.01661"	"1.86e-04"	"-4.8754064"	"0.94735"	"-2.30"	"NEK2"	"NIMA (never in mitosis gene a)-related kinase 2"
"ID12373"	"0.0171"	"1.93e-04"	"4.8576288"	"0.91377"	"1.89"	"PTDSS1"	"phosphatidylserine synthase 1"
"ID15845"	"0.0171"	"1.94e-04"	"4.8553667"	"0.9095"	"1.17"	"SP110"	"SP110 nuclear body protein"
"ID867"	"0.01711"	"1.95e-04"	"4.8523319"	"0.90376"	"1.81"	""	""
"ID7982"	"0.01731"	"1.98e-04"	"-4.8437686"	"0.88757"	"-1.31"	"NOL1"	"nucleolar protein 1, 120kDa"
"ID14263"	"0.01747"	"2.01e-04"	"-4.8362805"	"0.8734"	"-9.85e-01"	"SLC39A1"	"solute carrier family 39 (zinc transporter), member 1"
"ID13909"	"0.01747"	"2.02e-04"	"-4.8338684"	"0.86884"	"-9.47e-01"	"MBD3"	"methyl-CpG binding domain protein 3"
"ID14227"	"0.01748"	"2.04e-04"	"-4.8295851"	"0.86073"	"-1.69"	"SRC"	"v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)"
"ID11671"	"0.01748"	"2.04e-04"	"4.8283931"	"0.85848"	"1.26"	"ATP5J"	"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F6"
"ID10345"	"0.01754"	"2.07e-04"	"4.8214873"	"0.8454"	"1.23"	"HLTF"	"helicase-like transcription factor"
"ID6868"	"0.01754"	"2.07e-04"	"-4.8214812"	"0.84539"	"-1.35"	"KRT8"	"keratin 8"
