"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"8056983"	"0.012222"	"4.32e-05"	"-4.61345614"	"2.0561"	"-2.66e-01"	"LOC100130691"	"uncharacterized LOC100130691"
"8172119"	"0.012264"	"4.38e-05"	"-4.60917762"	"2.04409"	"-2.50e-01"	"MED14"	"mediator complex subunit 14"
"8145122"	"0.012816"	"4.62e-05"	"4.59181935"	"1.99536"	"6.87e-01"	"SLC39A14"	"solute carrier family 39 member 14"
"8145835"	"0.012826"	"4.66e-05"	"-4.58846428"	"1.98595"	"-1.76e-01"	"ERLIN2"	"ER lipid raft associated 2"
"7903786"	"0.012829"	"4.71e-05"	"4.58532541"	"1.97714"	"5.13e-01"	"CSF1"	"colony stimulating factor 1"
"8007043"	"0.013179"	"4.91e-05"	"-4.57163531"	"1.93876"	"-3.64e-01"	"RAPGEFL1///RAPGEFL1"	"Rap guanine nucleotide exchange factor like 1///Rap guanine nucleotide exchange factor like 1"
"8112256"	"0.013179"	"4.93e-05"	"4.5705431"	"1.9357"	"7.24e-01"	""	""
"8151768"	"0.013259"	"5.01e-05"	"-4.56559224"	"1.92183"	"-3.26e-01"	"RUNX1T1"	"RUNX1 translocation partner 1"
"8085431"	"0.013506"	"5.15e-05"	"-4.55664576"	"1.89677"	"-2.97e-01"	"NUP210"	"nucleoporin 210"
"8173457"	"0.01366"	"5.25e-05"	"-4.55003289"	"1.87825"	"-2.81e-01"	"ZMYM3"	"zinc finger MYM-type containing 3"
"7908861"	"0.01409"	"5.57e-05"	"-4.5307758"	"1.82437"	"-6.50e-01"	"OCR1"	"ovarian cancer-related protein 1"
"7995793"	"0.01409"	"5.59e-05"	"4.52995995"	"1.82209"	"4.61e-01"	"NUTF2///MT1L"	"nuclear transport factor 2///metallothionein 1L (gene/pseudogene)"
"8008819"	"0.01409"	"5.62e-05"	"-4.52824565"	"1.81729"	"-5.52e-01"	"YPEL2"	"yippee like 2"
"8053315"	"0.01409"	"5.62e-05"	"-4.52813741"	"1.81699"	"-5.59e-01"	"LRRTM4"	"leucine rich repeat transmembrane neuronal 4"
"8123609"	"0.01409"	"5.71e-05"	"4.52286242"	"1.80224"	"5.56e-01"	"SERPINB9"	"serpin family B member 9"
"8137280"	"0.01409"	"5.73e-05"	"4.52197574"	"1.79976"	"3.93e-01"	"NOS3"	"nitric oxide synthase 3"
"7983527"	"0.01409"	"5.76e-05"	"-4.52012484"	"1.79459"	"-7.75e-01"	"SEMA6D"	"semaphorin 6D"
"8129458"	"0.01415"	"5.83e-05"	"-4.51600903"	"1.78309"	"-5.34e-01"	"ARHGAP18"	"Rho GTPase activating protein 18"
"7979927"	"0.014209"	"5.95e-05"	"-4.50959494"	"1.76517"	"-3.76e-01"	"ADAM20"	"ADAM metallopeptidase domain 20"
"8114010"	"0.014209"	"6.00e-05"	"4.50656198"	"1.7567"	"4.40e-01"	"IRF1"	"interferon regulatory factor 1"
"8087907"	"0.014209"	"6.04e-05"	"4.50465548"	"1.75137"	"2.45e-01"	"SEMA3G"	"semaphorin 3G"
"8097461"	"0.014209"	"6.05e-05"	"4.50390878"	"1.74929"	"4.35e-01"	"NOCT"	"nocturnin"
"8143441"	"0.01449"	"6.22e-05"	"-4.49491104"	"1.72417"	"-2.85e-01"	"KIAA1147"	"KIAA1147"
"8021653"	"0.014589"	"6.32e-05"	"4.49008344"	"1.7107"	"3.49e-01"	"SERPINB8"	"serpin family B member 8"
"7974090"	"0.014823"	"6.50e-05"	"-4.4807818"	"1.68475"	"-4.97e-01"	"CTAGE5"	"CTAGE family member 5, ER export factor"
"7918768"	"0.014823"	"6.52e-05"	"-4.47973919"	"1.68184"	"-8.26e-01"	"DENND2C"	"DENN domain containing 2C"
"8090840"	"0.014824"	"6.57e-05"	"-4.47715903"	"1.67465"	"-2.54e-01"	"RYK"	"receptor-like tyrosine kinase"
"8159876"	"0.015021"	"6.71e-05"	"-4.47033082"	"1.65562"	"-3.91e-01"	"RFX3"	"regulatory factor X3"
"7927876"	"0.01534"	"6.92e-05"	"-4.46033386"	"1.62776"	"-5.49e-01"	"TET1"	"tet methylcytosine dioxygenase 1"
"8115287"	"0.01534"	"6.96e-05"	"-4.45846832"	"1.62257"	"-5.01e-01"	"SLC36A2"	"solute carrier family 36 member 2"
"8140170"	"0.015911"	"7.28e-05"	"-4.4440803"	"1.58251"	"-2.89e-01"	"GTF2IRD2B///GTF2IRD2"	"GTF2I repeat domain containing 2B///GTF2I repeat domain containing 2"
"8069553"	"0.017069"	"7.88e-05"	"4.41815822"	"1.51044"	"4.15e-01"	"NRIP1"	"nuclear receptor interacting protein 1"
"8150089"	"0.017069"	"7.95e-05"	"-4.41507977"	"1.50189"	"-2.02e-01"	"SARAF"	"store-operated calcium entry associated regulatory factor"
"8009417"	"0.017069"	"7.98e-05"	"4.41382128"	"1.49839"	"5.71e-01"	"KPNA2"	"karyopherin subunit alpha 2"
"8019737"	"0.017097"	"8.05e-05"	"4.41087376"	"1.49021"	"5.35e-01"	"KPNA2"	"karyopherin subunit alpha 2"
"8111153"	"0.017113"	"8.16e-05"	"-4.40658724"	"1.47831"	"-4.46e-01"	"MYO10"	"myosin X"
"8052703"	"0.017113"	"8.22e-05"	"-4.40434923"	"1.47209"	"-2.84e-01"	"WDR92"	"WD repeat domain 92"
"7972157"	"0.017113"	"8.24e-05"	"4.40342291"	"1.46952"	"5.50e-01"	"EDNRB"	"endothelin receptor type B"
"8015665"	"0.017257"	"8.37e-05"	"-4.39833725"	"1.45541"	"-2.98e-01"	"PLEKHH3"	"pleckstrin homology, MyTH4 and FERM domain containing H3"
"8047778"	"0.017567"	"8.60e-05"	"4.38954902"	"1.43103"	"2.96e-01"	"SNORD51"	"small nucleolar RNA, C/D box 51"
"8174119"	"0.017567"	"8.64e-05"	"-4.38777861"	"1.42612"	"-2.66e-01"	"ZMAT1"	"zinc finger matrin-type 1"
"7955217"	"0.017567"	"8.76e-05"	"-4.38346169"	"1.41415"	"-4.20e-01"	"SPATS2"	"spermatogenesis associated serine rich 2"
"7906400"	"0.017567"	"8.76e-05"	"4.38330002"	"1.41371"	"7.28e-01"	"IFI16"	"interferon gamma inducible protein 16"
"8122807"	"0.017667"	"8.87e-05"	"4.37918744"	"1.40231"	"4.73e-01"	"AKAP12"	"A-kinase anchoring protein 12"
"7952046"	"0.017829"	"9.03e-05"	"4.37332995"	"1.38608"	"7.95e-01"	"MPZL2"	"myelin protein zero like 2"
"7925130"	"0.017829"	"9.08e-05"	"-4.37170315"	"1.38157"	"-4.02e-01"	"TARBP1"	"TAR (HIV-1) RNA binding protein 1"
"7935930"	"0.01822"	"9.34e-05"	"-4.36237687"	"1.35575"	"-3.66e-01"	"KCNIP2"	"potassium voltage-gated channel interacting protein 2"
"8041617"	"0.018339"	"9.48e-05"	"-4.35745102"	"1.34211"	"-2.39e-01"	"MTA3"	"metastasis associated 1 family member 3"
"8020468"	"0.018339"	"9.53e-05"	"4.35575015"	"1.33741"	"3.05e-01"	"RBBP8"	"RB binding protein 8, endonuclease"
"8056005"	"0.018339"	"9.59e-05"	"-4.35367007"	"1.33165"	"-5.18e-01"	"ACVR1"	"activin A receptor type 1"
"8061564"	"0.018656"	"9.84e-05"	"-4.34531791"	"1.30855"	"-6.00e-01"	"ID1"	"inhibitor of DNA binding 1, HLH protein"
"7923978"	"0.018656"	"9.91e-05"	"-4.34302369"	"1.30221"	"-4.99e-01"	"CD34"	"CD34 molecule"
"8162276"	"0.018656"	"9.95e-05"	"4.34159871"	"1.29827"	"9.32e-01"	"NFIL3"	"nuclear factor, interleukin 3 regulated"
"8160912"	"0.019012"	"1.03e-04"	"-4.33169966"	"1.27091"	"-3.56e-01"	"C9orf131"	"chromosome 9 open reading frame 131"
"8030866"	"0.019012"	"1.03e-04"	"4.32929591"	"1.26427"	"2.66e-01"	"FPR3"	"formyl peptide receptor 3"
"8075276"	"0.019012"	"1.03e-04"	"-4.32907178"	"1.26365"	"-2.80e-01"	"ZMAT5"	"zinc finger matrin-type 5"
"7922416"	"0.019185"	"1.05e-04"	"4.32401575"	"1.24969"	"3.76e-01"	"SNORD75"	"small nucleolar RNA, C/D box 75"
"8128549"	"0.019446"	"1.07e-04"	"4.3175025"	"1.23171"	"2.37e-01"	""	""
"8140478"	"0.019535"	"1.08e-04"	"-4.31394503"	"1.22189"	"-4.02e-01"	"GSAP"	"gamma-secretase activating protein"
"8137558"	"0.020155"	"1.12e-04"	"-4.30162678"	"1.18792"	"-2.97e-01"	"RBM33"	"RNA binding motif protein 33"
"8113502"	"0.020694"	"1.16e-04"	"-4.29067311"	"1.15773"	"-7.36e-01"	""	""
"7960438"	"0.020694"	"1.17e-04"	"4.2888729"	"1.15277"	"4.48e-01"	"ANO2"	"anoctamin 2"
"8173310"	"0.020952"	"1.19e-04"	"-4.2827866"	"1.13601"	"-3.45e-01"	"OPHN1"	"oligophrenin 1"
"7938390"	"0.021141"	"1.21e-04"	"4.2773975"	"1.12118"	"3.71e-01"	"ADM"	"adrenomedullin"
"7952810"	"0.021141"	"1.22e-04"	"-4.27577245"	"1.11671"	"-4.37e-01"	"IGSF9B"	"immunoglobulin superfamily member 9B"
"8001099"	"0.021141"	"1.23e-04"	"-4.27235318"	"1.1073"	"-2.76e-01"	"HERC2P4///HERC2P2///HERC2P3///HERC2"	"hect domain and RLD 2 pseudogene 4///hect domain and RLD 2 pseudogene 2///hect domain and RLD 2 pseudogene 3///HECT and RLD domain containing E3 ubiquitin protein ligase 2"
"7923662"	"0.021141"	"1.24e-04"	"-4.27025062"	"1.10152"	"-4.54e-01"	"PIK3C2B"	"phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta"
"8114612"	"0.021141"	"1.24e-04"	"4.26994127"	"1.10067"	"4.77e-01"	"CD14"	"CD14 molecule"
"8085972"	"0.021351"	"1.26e-04"	"-4.26473393"	"1.08635"	"-6.13e-01"	"GADL1"	"glutamate decarboxylase like 1"
"8129254"	"0.021475"	"1.27e-04"	"4.26088526"	"1.07576"	"3.35e-01"	"MAN1A1"	"mannosidase alpha class 1A member 1"
"8048350"	"0.021544"	"1.28e-04"	"-4.25790371"	"1.06757"	"-2.82e-01"	"PLCD4"	"phospholipase C delta 4"
"8110055"	"0.021943"	"1.31e-04"	"4.24994928"	"1.04572"	"6.39e-01"	"CPEB4"	"cytoplasmic polyadenylation element binding protein 4"
"7912102"	"0.022349"	"1.35e-04"	"4.24010723"	"1.01869"	"4.10e-01"	"KLHL21"	"kelch like family member 21"
"8133549"	"0.022349"	"1.35e-04"	"-4.24009655"	"1.01866"	"-2.96e-01"	"GTF2IRD2B///GTF2IRD2"	"GTF2I repeat domain containing 2B///GTF2I repeat domain containing 2"
"8147112"	"0.022866"	"1.40e-04"	"4.22916175"	"0.98866"	"3.79e-01"	"CA13"	"carbonic anhydrase 13"
"8072302"	"0.022866"	"1.40e-04"	"-4.22878975"	"0.98764"	"-3.91e-01"	"MTMR3"	"myotubularin related protein 3"
"7984364"	"0.023013"	"1.42e-04"	"4.22481822"	"0.97675"	"3.99e-01"	"SMAD3"	"SMAD family member 3"
"8143961"	"0.023207"	"1.44e-04"	"4.22018478"	"0.96405"	"1.03"	"PRKAG2"	"protein kinase AMP-activated non-catalytic subunit gamma 2"
"7953943"	"0.023652"	"1.48e-04"	"4.21181426"	"0.94112"	"5.83e-01"	"GABARAPL1"	"GABA type A receptor associated protein like 1"
"8163896"	"0.023652"	"1.49e-04"	"4.2092679"	"0.93415"	"3.85e-01"	"STOM"	"stomatin"
"8072626"	"0.023652"	"1.49e-04"	"4.20841758"	"0.93182"	"3.42e-01"	"TIMP3"	"TIMP metallopeptidase inhibitor 3"
"8084717"	"0.023922"	"1.52e-04"	"-4.20164071"	"0.91327"	"-4.91e-01"	"ST6GAL1"	"ST6 beta-galactoside alpha-2,6-sialyltransferase 1"
"8014956"	"0.023922"	"1.52e-04"	"-4.20103686"	"0.91162"	"-1.07"	"NR1D1"	"nuclear receptor subfamily 1 group D member 1"
"8103706"	"0.024174"	"1.55e-04"	"-4.1957776"	"0.89723"	"-3.59e-01"	"AADAT"	"aminoadipate aminotransferase"
"8016590"	"0.024254"	"1.56e-04"	"-4.19289204"	"0.88934"	"-2.84e-01"	"FAM117A"	"family with sequence similarity 117 member A"
"7948834"	"0.025037"	"1.62e-04"	"4.18059612"	"0.85573"	"1.66e-01"	""	""
"8157605"	"0.025276"	"1.65e-04"	"4.17496792"	"0.84035"	"5.26e-01"	""	""
"8044094"	"0.025276"	"1.66e-04"	"-4.17378927"	"0.83713"	"-3.05e-01"	"TMEM182"	"transmembrane protein 182"
"7927964"	"0.025276"	"1.67e-04"	"4.17134343"	"0.83046"	"3.56e-01"	"SRGN"	"serglycin"
"8148317"	"0.025276"	"1.67e-04"	"4.17042349"	"0.82795"	"1.20"	"MYC"	"v-myc avian myelocytomatosis viral oncogene homolog"
"8083136"	"0.025435"	"1.69e-04"	"4.16661706"	"0.81756"	"6.44e-01"	"ATP1B3"	"ATPase Na+/K+ transporting subunit beta 3"
