"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"ID13305"	"0.0006783"	"1.01e-06"	"6.73073"	"5.73128"	"1.4749661"	"TUBB2A"	"tubulin, beta 2A"
"ID15440"	"0.0006783"	"1.04e-06"	"6.717817"	"5.704526"	"1.7709646"	"PYGL"	"phosphorylase, glycogen; liver (Hers disease, glycogen storage disease type VI)"
"ID16002"	"0.0006783"	"1.06e-06"	"-6.710727"	"5.689827"	"-1.6331107"	"GAS2///FANCF"	"growth arrest-specific 2///Fanconi anemia, complementation group F"
"ID16265"	"0.0006783"	"1.10e-06"	"-6.690726"	"5.648323"	"-2.0243312"	"ASMTL"	"acetylserotonin O-methyltransferase-like"
"ID15252"	"0.0006783"	"1.13e-06"	"6.678955"	"5.623869"	"1.5307365"	""	""
"ID15335"	"0.0006783"	"1.14e-06"	"-6.677604"	"5.62106"	"-2.4084094"	""	""
"ID6377"	"0.0006783"	"1.22e-06"	"6.646297"	"5.555917"	"1.0656514"	"TBL2"	"transducin (beta)-like 2"
"ID4341"	"0.0006783"	"1.24e-06"	"6.637493"	"5.537571"	"2.1142021"	"STK17A"	"serine/threonine kinase 17a"
"ID4252"	"0.0006783"	"1.25e-06"	"6.633963"	"5.530213"	"2.1816021"	"KYNU"	"kynureninase (L-kynurenine hydrolase)"
"ID12429"	"0.0006783"	"1.28e-06"	"6.624232"	"5.50992"	"1.8570946"	"ITGB3BP"	"integrin beta 3 binding protein (beta3-endonexin)"
"ID7787"	"0.0007038"	"1.37e-06"	"6.593414"	"5.445556"	"1.9878075"	""	""
"ID1240"	"0.0008585"	"1.80e-06"	"-6.472022"	"5.190716"	"-2.7257661"	""	""
"ID15796"	"0.0008585"	"1.82e-06"	"6.467868"	"5.181957"	"2.7091135"	"ACAT2"	"acetyl-Coenzyme A acetyltransferase 2 (acetoacetyl Coenzyme A thiolase)"
"ID6019"	"0.0008585"	"1.83e-06"	"6.464775"	"5.175434"	"1.8136972"	"SRC"	"v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)"
"ID12214"	"0.0008685"	"1.90e-06"	"6.447083"	"5.138102"	"1.5578872"	"PVR"	"poliovirus receptor"
"ID12348"	"0.0008735"	"1.97e-06"	"-6.432368"	"5.107018"	"-1.7944899"	"PLN"	"phospholamban"
"ID13586"	"0.0009334"	"2.27e-06"	"-6.369709"	"4.974317"	"-1.5241394"	"SCHIP1"	"schwannomin interacting protein 1"
"ID205"	"0.0009334"	"2.29e-06"	"6.365745"	"4.965903"	"1.5444688"	"FADS3"	"fatty acid desaturase 3"
"ID15816"	"0.0009334"	"2.32e-06"	"6.35925"	"4.952112"	"1.4000196"	"PRKAG1"	"protein kinase, AMP-activated, gamma 1 non-catalytic subunit"
"ID9447"	"0.0009334"	"2.36e-06"	"-6.351486"	"4.935621"	"-2.6570087"	"HUNK"	"hormonally upregulated Neu-associated kinase"
"ID4604"	"0.0009334"	"2.39e-06"	"6.34683"	"4.925727"	"1.4765832"	"POLE2"	"polymerase (DNA directed), epsilon 2 (p59 subunit)"
"ID14640"	"0.0009386"	"2.46e-06"	"6.334006"	"4.898461"	"1.8948515"	"RAD51AP1"	"RAD51 associated protein 1"
"ID15821"	"0.0009757"	"2.62e-06"	"-6.306748"	"4.840431"	"-0.9971382"	"FKBP8"	"FK506 binding protein 8, 38kDa"
"ID9062"	"0.0009781"	"2.68e-06"	"6.295756"	"4.817001"	"1.2297848"	"BUD31"	"BUD31 homolog (S. cerevisiae)"
"ID4165"	"0.0009783"	"2.74e-06"	"-6.285986"	"4.796162"	"-2.1507693"	"PTDSS1"	"phosphatidylserine synthase 1"
"ID11473"	"0.0009873"	"2.84e-06"	"-6.270747"	"4.763632"	"-0.8144424"	"SSX3"	"synovial sarcoma, X breakpoint 3"
"ID1225"	"0.0009873"	"2.89e-06"	"-6.263207"	"4.747525"	"-3.8026277"	"CDK2"	"cyclin-dependent kinase 2"
"ID10099"	"0.0009927"	"2.99e-06"	"-6.247634"	"4.714234"	"-3.1097813"	""	""
"ID15907"	"0.0009927"	"3.03e-06"	"-6.241902"	"4.701971"	"-2.5550493"	""	""
"ID15771"	"0.0009927"	"3.08e-06"	"6.234169"	"4.685424"	"1.0360095"	"SMARCC1"	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1"
"ID7794"	"0.0010146"	"3.21e-06"	"-6.216029"	"4.646571"	"-1.6260878"	"GAS2///FANCF"	"growth arrest-specific 2///Fanconi anemia, complementation group F"
"ID7673"	"0.0010344"	"3.34e-06"	"6.199196"	"4.610478"	"1.1459921"	"RGS4"	"regulator of G-protein signaling 4"
"ID15905"	"0.0010451"	"3.49e-06"	"-6.179724"	"4.568682"	"-3.0733389"	""	""
"ID7803"	"0.0010451"	"3.54e-06"	"6.173978"	"4.556337"	"1.9627303"	"BCAT1"	"branched chain aminotransferase 1, cytosolic"
"ID9433"	"0.0010451"	"3.57e-06"	"-6.170587"	"4.549051"	"-3.6529038"	"CDK2"	"cyclin-dependent kinase 2"
"ID1715"	"0.0010503"	"3.65e-06"	"6.160674"	"4.527741"	"1.6441056"	"MYC"	"v-myc myelocytomatosis viral oncogene homolog (avian)"
"ID15584"	"0.0010608"	"3.75e-06"	"-6.148699"	"4.50198"	"-1.1534171"	"NDUFB3"	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 3, 12kDa"
"ID13764"	"0.001068"	"3.87e-06"	"-6.13477"	"4.471994"	"-1.2538107"	"TLR3"	"toll-like receptor 3"
"ID7697"	"0.001068"	"3.90e-06"	"-6.130908"	"4.463674"	"-3.0481185"	""	""
"ID582"	"0.0011243"	"4.18e-06"	"6.101022"	"4.399235"	"1.3922357"	"RNF138"	"ring finger protein 138"
"ID6432"	"0.0011243"	"4.25e-06"	"6.094189"	"4.384486"	"1.7934325"	"RAD51AP1"	"RAD51 associated protein 1"
"ID13945"	"0.0012388"	"4.75e-06"	"6.044965"	"4.278055"	"1.0014307"	"LOC651298///EGLN2"	"similar to Cytochrome P450 2G1 (CYPIIG1) (P450-OLF1) (Olfactive)///egl nine homolog 2 (C. elegans)"
"ID4140"	"0.0012399"	"4.83e-06"	"-6.037735"	"4.262397"	"-1.8839971"	"PLN"	"phospholamban"
"ID1239"	"0.0012512"	"4.99e-06"	"-6.024087"	"4.232819"	"-2.4218049"	"HUNK"	"hormonally upregulated Neu-associated kinase"
"ID14263"	"0.0012512"	"5.03e-06"	"6.02044"	"4.224911"	"1.0349301"	"SLC39A1"	"solute carrier family 39 (zinc transporter), member 1"
"ID12627"	"0.0013355"	"5.52e-06"	"5.979983"	"4.137081"	"1.4110149"	""	""
"ID93"	"0.0013355"	"5.58e-06"	"5.975774"	"4.12793"	"1.0190553"	"ADM"	"adrenomedullin"
"ID15098"	"0.0013355"	"5.61e-06"	"5.97285"	"4.121574"	"1.1425271"	"LCP1"	"lymphocyte cytosolic protein 1 (L-plastin)"
"ID16392"	"0.0013811"	"5.89e-06"	"5.952046"	"4.076311"	"1.4318608"	""	""
"ID9212"	"0.0015152"	"6.62e-06"	"5.901281"	"3.965637"	"1.7679335"	"SLC27A2"	"solute carrier family 27 (fatty acid transporter), member 2"
"ID6570"	"0.0015152"	"6.65e-06"	"-5.899783"	"3.962367"	"-2.9999109"	"FABP4"	"fatty acid binding protein 4, adipocyte"
"ID7779"	"0.0015654"	"7.03e-06"	"5.875604"	"3.909538"	"0.9580809"	"GOLT1B"	"golgi transport 1 homolog B (S. cerevisiae)"
"ID298"	"0.0015654"	"7.06e-06"	"5.873897"	"3.905806"	"2.4932539"	"MAGEB2"	"melanoma antigen family B, 2"
"ID1924"	"0.001654"	"7.56e-06"	"5.844368"	"3.841189"	"1.9399234"	"BEX2"	"brain expressed X-linked 2"
"ID12441"	"0.001658"	"7.70e-06"	"5.836245"	"3.823394"	"1.1091693"	"SCAMP2"	"secretory carrier membrane protein 2"
"ID14386"	"0.001658"	"7.78e-06"	"5.832011"	"3.814115"	"1.3182149"	"HEMGN"	"hemogen"
"ID8378"	"0.0016915"	"8.04e-06"	"-5.817831"	"3.783029"	"-2.1105317"	"PRKG1"	"protein kinase, cGMP-dependent, type I"
"ID4419"	"0.0017052"	"8.21e-06"	"5.808889"	"3.763412"	"1.3142791"	""	""
"ID7664"	"0.0017426"	"8.49e-06"	"5.794151"	"3.731061"	"2.2027657"	""	""
"ID12545"	"0.0017497"	"8.63e-06"	"-5.787073"	"3.715514"	"-1.1111144"	"WDR45"	"WD repeat domain 45"
"ID3599"	"0.0017548"	"8.77e-06"	"-5.780543"	"3.701167"	"-1.7412518"	""	""
"ID3011"	"0.0017608"	"8.90e-06"	"5.773873"	"3.686506"	"0.9460705"	"TRPA1"	"transient receptor potential cation channel, subfamily A, member 1"
"ID15020"	"0.0017646"	"9.03e-06"	"5.767815"	"3.673186"	"0.9704535"	"MAGOH"	"mago-nashi homolog, proliferation-associated (Drosophila)"
"ID15365"	"0.001833"	"9.49e-06"	"5.746402"	"3.626071"	"1.5888669"	"MATN3"	"matrilin 3"
"ID4030"	"0.0019249"	"1.02e-05"	"5.713871"	"3.554395"	"0.8759526"	"BTK"	"Bruton agammaglobulinemia tyrosine kinase"
"ID6668"	"0.0019249"	"1.03e-05"	"-5.709987"	"3.545829"	"-2.272633"	""	""
"ID9203"	"0.0019249"	"1.04e-05"	"-5.709144"	"3.543971"	"-0.9201207"	"COMTD1"	"catechol-O-methyltransferase domain containing 1"
"ID8357"	"0.0019249"	"1.05e-05"	"-5.701746"	"3.52765"	"-2.8809437"	"UCK2"	"uridine-cytidine kinase 2"
"ID8089"	"0.0019249"	"1.06e-05"	"5.700968"	"3.525931"	"1.2869252"	"FKBP11"	"FK506 binding protein 11, 19 kDa"
"ID5199"	"0.0019461"	"1.09e-05"	"-5.688215"	"3.497782"	"-1.6526327"	"AKAP7"	"A kinase (PRKA) anchor protein 7"
"ID9426"	"0.0019461"	"1.09e-05"	"-5.686869"	"3.494809"	"-1.0592023"	"GFRA1"	"GDNF family receptor alpha 1"
"ID14227"	"0.0019899"	"1.13e-05"	"5.672722"	"3.463558"	"1.6959989"	"SRC"	"v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)"
"ID14405"	"0.0020517"	"1.19e-05"	"5.649486"	"3.412182"	"1.8090282"	"RFC4"	"replication factor C (activator 1) 4, 37kDa"
"ID11447"	"0.0020517"	"1.20e-05"	"5.645521"	"3.40341"	"0.7881491"	"DLEU1"	"deleted in lymphocytic leukemia, 1"
"ID1891"	"0.0020517"	"1.21e-05"	"-5.642633"	"3.397019"	"-3.9994372"	""	""
"ID9845"	"0.0020517"	"1.21e-05"	"-5.641683"	"3.394917"	"-0.9519232"	""	""
"ID823"	"0.0020745"	"1.24e-05"	"5.632583"	"3.374772"	"0.9983288"	"SNRPG"	"small nuclear ribonucleoprotein polypeptide G"
"ID5138"	"0.0021342"	"1.29e-05"	"5.616143"	"3.338355"	"0.9752638"	"TCOF1"	"Treacher Collins-Franceschetti syndrome 1"
"ID7232"	"0.0021363"	"1.31e-05"	"5.608139"	"3.320615"	"1.664012"	"PYGL"	"phosphorylase, glycogen; liver (Hers disease, glycogen storage disease type VI)"
"ID7560"	"0.0021363"	"1.33e-05"	"5.603023"	"3.309272"	"1.3949494"	"PCNA"	"proliferating cell nuclear antigen"
"ID13817"	"0.0021363"	"1.34e-05"	"5.599456"	"3.301362"	"1.022344"	"NEU1"	"sialidase 1 (lysosomal sialidase)"
"ID584"	"0.0021363"	"1.34e-05"	"5.598835"	"3.299986"	"1.1978849"	"NUPR1"	"nuclear protein 1"
"ID9625"	"0.0022807"	"1.47e-05"	"-5.560836"	"3.215633"	"-1.8872178"	"LPL"	"lipoprotein lipase"
"ID9631"	"0.0022807"	"1.47e-05"	"5.558522"	"3.210492"	"1.0685879"	"NPC1"	"Niemann-Pick disease, type C1"
"ID15995"	"0.0022807"	"1.49e-05"	"5.554774"	"3.202165"	"1.7989935"	""	""
"ID7613"	"0.0022807"	"1.49e-05"	"-5.552494"	"3.197095"	"-0.9728329"	"FKBP8"	"FK506 binding protein 8, 38kDa"
"ID10132"	"0.0022807"	"1.51e-05"	"5.547694"	"3.186426"	"2.1334948"	"BEX2"	"brain expressed X-linked 2"
"ID12373"	"0.0022807"	"1.51e-05"	"-5.546906"	"3.184674"	"-1.7121933"	"PTDSS1"	"phosphatidylserine synthase 1"
"ID6197"	"0.0023345"	"1.56e-05"	"5.53311"	"3.153992"	"1.7333318"	"RFC4"	"replication factor C (activator 1) 4, 37kDa"
"ID7163"	"0.0023519"	"1.59e-05"	"5.526111"	"3.138419"	"1.9730147"	"NEFH"	"neurofilament, heavy polypeptide 200kDa"
"ID14456"	"0.0024557"	"1.68e-05"	"-5.50396"	"3.089097"	"-1.5402534"	"AMY1C///AMY1B///AMY1A"	"amylase, alpha 1C (salivary)///amylase, alpha 1B (salivary)///amylase, alpha 1A (salivary)"
"ID71"	"0.0026264"	"1.81e-05"	"-5.471684"	"3.017146"	"-1.1192303"	"COX7C"	"cytochrome c oxidase subunit VIIc"
"ID7699"	"0.0026276"	"1.82e-05"	"-5.467753"	"3.008374"	"-2.2336423"	""	""
"ID8279"	"0.0026616"	"1.87e-05"	"-5.45816"	"2.986964"	"-1.115865"	"COX7C"	"cytochrome c oxidase subunit VIIc"
"ID12393"	"0.0026616"	"1.89e-05"	"-5.453305"	"2.976127"	"-1.1055051"	"ISLR"	"immunoglobulin superfamily containing leucine-rich repeat"
"ID6248"	"0.0026616"	"1.90e-05"	"-5.451306"	"2.971663"	"-1.5451031"	"AMY1C///AMY1B///AMY1A"	"amylase, alpha 1C (salivary)///amylase, alpha 1B (salivary)///amylase, alpha 1A (salivary)"
"ID170"	"0.0027374"	"1.97e-05"	"-5.435806"	"2.937041"	"-2.1310336"	"PRKG1"	"protein kinase, cGMP-dependent, type I"
"ID854"	"0.0028123"	"2.04e-05"	"5.420814"	"2.903531"	"1.2279213"	"BUD31"	"BUD31 homolog (S. cerevisiae)"
"ID7541"	"0.002836"	"2.07e-05"	"5.413722"	"2.887673"	"0.6178823"	"PLCG2"	"phospholipase C, gamma 2 (phosphatidylinositol-specific)"
"ID10479"	"0.0028401"	"2.10e-05"	"5.408642"	"2.87631"	"1.1212286"	"GNRHR2///RBM8A"	"gonadotropin-releasing hormone (type 2) receptor 2///RNA binding motif protein 8A"
"ID14822"	"0.0028401"	"2.11e-05"	"-5.406116"	"2.870659"	"-2.7943847"	"RYR3"	"ryanodine receptor 3"
"ID1221"	"0.0029131"	"2.18e-05"	"-5.391938"	"2.838928"	"-1.8884864"	"PMS2L1"	"postmeiotic segregation increased 2-like 1"
"ID7982"	"0.0029192"	"2.22e-05"	"5.385295"	"2.824055"	"1.2503197"	"NOL1"	"nucleolar protein 1, 120kDa"
"ID15845"	"0.0029192"	"2.22e-05"	"-5.384235"	"2.821682"	"-1.0710605"	"SP110"	"SP110 nuclear body protein"
"ID7805"	"0.0029768"	"2.29e-05"	"-5.372502"	"2.7954"	"-1.259745"	"APC2"	"adenomatosis polyposis coli 2"
"ID5286"	"0.0029768"	"2.30e-05"	"5.369279"	"2.78818"	"1.1670623"	"PPIH"	"peptidylprolyl isomerase H (cyclophilin H)"
"ID2767"	"0.0031299"	"2.45e-05"	"5.343586"	"2.730577"	"1.1963575"	"HIRA"	"HIR histone cell cycle regulation defective homolog A (S. cerevisiae)"
"ID4031"	"0.0031299"	"2.46e-05"	"5.341356"	"2.725575"	"0.9772755"	"RND1"	"Rho family GTPase 1"
"ID3272"	"0.0031299"	"2.48e-05"	"5.338271"	"2.718655"	"2.0840957"	"GAL"	"galanin prepropeptide"
"ID3265"	"0.0032386"	"2.58e-05"	"-5.320639"	"2.67908"	"-0.8351863"	"SSX3"	"synovial sarcoma, X breakpoint 3"
"ID16239"	"0.0033155"	"2.67e-05"	"5.307551"	"2.649689"	"1.3119317"	""	""
"ID14877"	"0.0033372"	"2.70e-05"	"-5.301623"	"2.63637"	"-0.8444026"	"OMD"	"osteomodulin"
"ID13735"	"0.0033842"	"2.76e-05"	"-5.292574"	"2.616036"	"-0.7452913"	"CLEC3B"	"C-type lectin domain family 3, member B"
"ID14988"	"0.0034087"	"2.80e-05"	"5.286408"	"2.602176"	"1.1859745"	"UGT2B7"	"UDP glucuronosyltransferase 2 family, polypeptide B7"
"ID1224"	"0.0037517"	"3.11e-05"	"5.242968"	"2.504432"	"1.9049903"	"BMPR1A"	"bone morphogenetic protein receptor, type IA"
"ID11940"	"0.0037985"	"3.17e-05"	"-5.23468"	"2.485766"	"-1.0909367"	"PTPN4"	"protein tyrosine phosphatase, non-receptor type 4 (megakaryocyte)"
"ID9423"	"0.0038094"	"3.24e-05"	"5.225803"	"2.465767"	"1.4776425"	"PPIF"	"peptidylprolyl isomerase F (cyclophilin F)"
"ID1389"	"0.0038094"	"3.25e-05"	"5.224848"	"2.463614"	"1.7046563"	"PGF"	"placental growth factor, vascular endothelial growth factor-related protein"
"ID6055"	"0.0038094"	"3.25e-05"	"5.224371"	"2.46254"	"0.9663963"	"SLC39A1"	"solute carrier family 39 (zinc transporter), member 1"
"ID7802"	"0.0038741"	"3.33e-05"	"5.214311"	"2.439867"	"0.6711059"	"CLEC10A"	"C-type lectin domain family 10, member A"
"ID7211"	"0.0040549"	"3.51e-05"	"-5.19174"	"2.388964"	"-1.5937261"	"ANK1"	"ankyrin 1, erythrocytic"
"ID10752"	"0.0040549"	"3.53e-05"	"-5.18925"	"2.383346"	"-0.873179"	""	""
"ID11480"	"0.0040644"	"3.59e-05"	"5.181966"	"2.36691"	"1.885547"	"GAL"	"galanin prepropeptide"
"ID6070"	"0.0040644"	"3.61e-05"	"-5.180648"	"2.363936"	"-1.1353965"	"MAGEA4"	"melanoma antigen family A, 4"
"ID5883"	"0.0040644"	"3.61e-05"	"5.179564"	"2.361488"	"0.7309956"	"LENG4"	"leukocyte receptor cluster (LRC) member 4"
"ID8057"	"0.0040666"	"3.64e-05"	"-5.176468"	"2.3545"	"-1.7809501"	"ASMTL"	"acetylserotonin O-methyltransferase-like"
"ID4006"	"0.0040898"	"3.72e-05"	"5.167335"	"2.333881"	"1.3232066"	"PVR"	"poliovirus receptor"
"ID12587"	"0.0040898"	"3.73e-05"	"5.165854"	"2.330537"	"1.3910387"	"RAB33A"	"RAB33A, member RAS oncogene family"
"ID15146"	"0.0040898"	"3.74e-05"	"5.16561"	"2.329985"	"0.6949365"	"NMT1"	"N-myristoyltransferase 1"
"ID6669"	"0.00411"	"3.80e-05"	"-5.158105"	"2.313036"	"-0.9963322"	"OMD"	"osteomodulin"
"ID1936"	"0.00411"	"3.81e-05"	"5.157999"	"2.312796"	"0.9679108"	"PFDN6"	"prefoldin subunit 6"
"ID9461"	"0.0041626"	"3.88e-05"	"-5.149912"	"2.294528"	"-1.142168"	"SCFD1"	"sec1 family domain containing 1"
"ID8031"	"0.0041894"	"3.93e-05"	"5.144496"	"2.28229"	"1.2932968"	""	""
"ID7376"	"0.0042736"	"4.04e-05"	"-5.13345"	"2.257324"	"-1.1268072"	"NDUFB3"	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 3, 12kDa"
"ID9661"	"0.0042968"	"4.08e-05"	"-5.128492"	"2.246115"	"-0.6527333"	"PTPRN"	"protein tyrosine phosphatase, receptor type, N"
"ID4321"	"0.0042974"	"4.11e-05"	"5.125754"	"2.239924"	"1.5545995"	"ADAM23"	"ADAM metallopeptidase domain 23"
"ID3002"	"0.0043933"	"4.23e-05"	"5.113853"	"2.213009"	"0.8053421"	"CACNA1H"	"calcium channel, voltage-dependent, T type, alpha 1H subunit"
"ID7973"	"0.0044153"	"4.28e-05"	"5.108997"	"2.202023"	"1.0936527"	"FKBP2"	"FK506 binding protein 2, 13kDa"
"ID1073"	"0.0044153"	"4.30e-05"	"5.106501"	"2.196374"	"1.347518"	"LTF"	"lactotransferrin"
"ID15419"	"0.00451"	"4.42e-05"	"-5.095017"	"2.170387"	"-1.6054454"	"ANK1"	"ankyrin 1, erythrocytic"
"ID14288"	"0.0045448"	"4.49e-05"	"-5.089204"	"2.157228"	"-0.9320509"	"SESN1"	"sestrin 1"
"ID11999"	"0.0045617"	"4.60e-05"	"-5.07876"	"2.13358"	"-0.7938097"	"EPS15"	"epidermal growth factor receptor pathway substrate 15"
"ID5957"	"0.0045617"	"4.66e-05"	"5.0728"	"2.120082"	"1.0052332"	"CCT5"	"chaperonin containing TCP1, subunit 5 (epsilon)"
"ID1004"	"0.0045617"	"4.67e-05"	"5.072356"	"2.119075"	"1.7698153"	"SLC27A2"	"solute carrier family 27 (fatty acid transporter), member 2"
"ID11807"	"0.0045617"	"4.67e-05"	"-5.072013"	"2.1183"	"-1.6699474"	""	""
"ID4397"	"0.0045617"	"4.68e-05"	"5.071292"	"2.116666"	"1.468225"	""	""
"ID3438"	"0.0045617"	"4.71e-05"	"-5.069065"	"2.111621"	"-1.2985341"	"TPP2"	"tripeptidyl peptidase II"
"ID12517"	"0.0045617"	"4.77e-05"	"5.063485"	"2.09898"	"1.6769059"	"POLD3"	"polymerase (DNA-directed), delta 3, accessory subunit"
"ID12568"	"0.0045617"	"4.77e-05"	"-5.063392"	"2.098769"	"-1.5339243"	"CAND2"	"cullin-associated and neddylation-dissociated 2 (putative)"
"ID14159"	"0.0045617"	"4.78e-05"	"-5.062611"	"2.097"	"-1.6929286"	"NPHP1"	"nephronophthisis 1 (juvenile)"
"ID10506"	"0.0045617"	"4.78e-05"	"-5.062607"	"2.096991"	"-1.2222365"	"LOC651370///ADAM3A"	"similar to a disintegrin and metalloprotease domain 3 (cyritestin)///ADAM metallopeptidase domain 3A (cyritestin 1)"
"ID10144"	"0.0045692"	"4.82e-05"	"5.059501"	"2.089952"	"0.8070076"	"PFDN6"	"prefoldin subunit 6"
"ID9429"	"0.0046122"	"4.89e-05"	"-5.053178"	"2.075624"	"-1.7511688"	"PMS2L1"	"postmeiotic segregation increased 2-like 1"
"ID4536"	"0.0048757"	"5.22e-05"	"-5.025614"	"2.013126"	"-1.6419002"	"ZEB1"	"zinc finger E-box binding homeobox 1"
"ID15076"	"0.0048757"	"5.24e-05"	"5.023971"	"2.0094"	"1.2862729"	"KRT8"	"keratin 8"
"ID1175"	"0.0048757"	"5.26e-05"	"5.022831"	"2.006814"	"2.2134878"	"NEK2"	"NIMA (never in mitosis gene a)-related kinase 2"
"ID9428"	"0.004961"	"5.38e-05"	"-5.013244"	"1.985062"	"-1.123478"	"ROD1"	"ROD1 regulator of differentiation 1 (S. pombe)"
"ID16181"	"0.0050526"	"5.52e-05"	"5.002226"	"1.960057"	"0.9867683"	"FKBP2"	"FK506 binding protein 2, 13kDa"
"ID4107"	"0.0050526"	"5.54e-05"	"5.000945"	"1.95715"	"1.5076058"	""	""
"ID14684"	"0.0051756"	"5.71e-05"	"4.988599"	"1.929123"	"1.7055013"	""	""
"ID11646"	"0.0052739"	"5.85e-05"	"-4.978455"	"1.906085"	"-1.302992"	"TPP2"	"tripeptidyl peptidase II"
"ID1232"	"0.0053698"	"5.99e-05"	"-4.968655"	"1.883824"	"-1.0419943"	"JPH3"	"junctophilin 3"
"ID14585"	"0.0055609"	"6.23e-05"	"4.951809"	"1.845542"	"0.9288667"	"TBL2"	"transducin (beta)-like 2"
"ID5176"	"0.0056252"	"6.34e-05"	"4.944763"	"1.829525"	"1.0678258"	"CYP27A1"	"cytochrome P450, family 27, subfamily A, polypeptide 1"
"ID4337"	"0.0056626"	"6.45e-05"	"-4.937724"	"1.813521"	"-0.9416751"	"WDR45"	"WD repeat domain 45"
"ID13691"	"0.0056626"	"6.45e-05"	"4.937519"	"1.813055"	"0.9860603"	"RPA3"	"replication protein A3, 14kDa"
"ID12718"	"0.0059422"	"6.81e-05"	"4.915232"	"1.762364"	"2.0062171"	"NDC80"	"NDC80 homolog, kinetochore complex component (S. cerevisiae)"
"ID6359"	"0.0059593"	"6.86e-05"	"-4.911828"	"1.75462"	"-0.7427738"	"ELL"	"elongation factor RNA polymerase II"
"ID2682"	"0.0060156"	"6.96e-05"	"4.905715"	"1.74071"	"1.189832"	"HIST1H2AM"	"histone cluster 1, H2am"
"ID13297"	"0.0061039"	"7.14e-05"	"4.895191"	"1.716758"	"1.7710083"	"POLQ"	"polymerase (DNA directed), theta"
"ID4235"	"0.0061039"	"7.15e-05"	"-4.894643"	"1.715511"	"-0.6960548"	"DPYS"	"dihydropyrimidinase"
"ID3463"	"0.0061039"	"7.18e-05"	"-4.893132"	"1.712072"	"-1.0610394"	"ATP5J"	"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F6"
