"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"20162"	"0.277"	"0.0021245"	"5.61"	"-0.9139"	"1.70"	"MZB1"	"marginal zone B and B1 cell specific protein"
"11258"	"0.277"	"0.002132"	"-5.60"	"-0.9167"	"-8.57e-01"	"OR4D1"	"olfactory receptor family 4 subfamily D member 1"
"17464"	"0.277"	"0.0021643"	"-5.00"	"-0.9211"	"-7.13e-01"	"SHANK2"	"SH3 and multiple ankyrin repeat domains 2"
"10228"	"0.277"	"0.0021667"	"5.00"	"-0.9221"	"1.15"	"CACYBP"	"calcyclin binding protein"
"713"	"0.277"	"0.0021532"	"-5.59"	"-0.9244"	"-8.97e-01"	"MTRR"	"5-methyltetrahydrofolate-homocysteine methyltransferase reductase"
"15192"	"0.277"	"0.0021818"	"-5.00"	"-0.9282"	"-1.05"	"DYNC1LI1"	"dynein cytoplasmic 1 light intermediate chain 1"
"19246"	"0.277"	"0.0021892"	"-4.99"	"-0.9312"	"-6.50e-01"	""	""
"20460"	"0.277"	"0.0022186"	"-4.98"	"-0.943"	"-9.13e-01"	""	""
"137"	"0.277"	"0.0022655"	"-5.53"	"-0.9643"	"-8.60e-01"	"POU5F1"	"POU class 5 homeobox 1"
"10100"	"0.277"	"0.0022855"	"4.95"	"-0.9691"	"9.37e-01"	"NLN"	"neurolysin"
"303"	"0.277"	"0.0023169"	"5.50"	"-0.982"	"1.20"	"HERPUD1"	"homocysteine inducible ER protein with ubiquitin like domain 1"
"1139"	"0.277"	"0.0023404"	"4.93"	"-0.9901"	"1.45"	"PROC"	"protein C, inactivator of coagulation factors Va and VIIIa"
"10531"	"0.277"	"0.0023557"	"-4.92"	"-0.9959"	"-8.47e-01"	"TNRC6C"	"trinucleotide repeat containing 6C"
"8801"	"0.277"	"0.0023745"	"4.91"	"-1.0029"	"7.17e-01"	"TREM1"	"triggering receptor expressed on myeloid cells 1"
"8175"	"0.277"	"0.0023894"	"-5.46"	"-1.0064"	"-9.17e-01"	"ARHGDIG"	"Rho GDP dissociation inhibitor gamma"
"5435"	"0.277"	"0.0023925"	"-5.46"	"-1.0074"	"-8.47e-01"	"HSF2"	"heat shock transcription factor 2"
"344"	"0.277"	"0.0024146"	"5.45"	"-1.0147"	"1.09"	"SEPT9"	"septin 9"
"8483"	"0.277"	"0.0024095"	"-4.90"	"-1.0159"	"-8.63e-01"	"PLAGL1"	"PLAG1 like zinc finger 1"
"10276"	"0.277"	"0.0024108"	"-4.90"	"-1.0163"	"-7.87e-01"	"TRAPPC4"	"trafficking protein particle complex 4"
"1358"	"0.277"	"0.0024288"	"5.44"	"-1.0193"	"2.24"	"LOC653080"	"glucuronidase beta pseudogene"
"3144"	"0.277"	"0.0024356"	"-4.89"	"-1.0254"	"-9.67e-01"	"UQCRB"	"ubiquinol-cytochrome c reductase binding protein"
"13992"	"0.277"	"0.0024468"	"4.89"	"-1.0295"	"9.40e-01"	"LRSAM1"	"leucine rich repeat and sterile alpha motif containing 1"
"14835"	"0.277"	"0.0024647"	"-5.43"	"-1.031"	"-3.02"	"DSCR8"	"Down syndrome critical region 8"
"6587"	"0.277"	"0.0024514"	"-4.88"	"-1.0311"	"-7.73e-01"	"TNNC2"	"troponin C2, fast skeletal type"
"9547"	"0.277"	"0.002466"	"-4.88"	"-1.0364"	"-7.97e-01"	"CLDN2"	"claudin 2"
"13755"	"0.277"	"0.0024876"	"-4.87"	"-1.0441"	"-6.63e-01"	"ZMYND10"	"zinc finger MYND-type containing 10"
"123"	"0.277"	"0.0025104"	"-5.41"	"-1.0456"	"-8.27e-01"	"FOXI1"	"forkhead box I1"
"11395"	"0.277"	"0.0025159"	"5.40"	"-1.0473"	"8.30e-01"	""	""
"7495"	"0.277"	"0.0025246"	"-5.40"	"-1.0501"	"-8.77e-01"	"MYO10"	"myosin X"
"14905"	"0.277"	"0.0025404"	"5.39"	"-1.0551"	"9.50e-01"	"RALYL"	"RALY RNA binding protein-like"
"15705"	"0.277"	"0.0025416"	"4.85"	"-1.0632"	"8.10e-01"	"MAP3K3"	"mitogen-activated protein kinase kinase kinase 3"
"296"	"0.277"	"0.0025724"	"-5.38"	"-1.0651"	"-1.10"	"MLANA"	"melan-A"
"5905"	"0.277"	"0.0026021"	"-4.83"	"-1.0841"	"-7.93e-01"	"RPL24"	"ribosomal protein L24"
"9483"	"0.277"	"0.002632"	"4.82"	"-1.0942"	"7.00e-01"	"SIRPG"	"signal regulatory protein gamma"
"1511"	"0.277"	"0.0026398"	"4.81"	"-1.0969"	"7.13e-01"	"SNRNP70"	"small nuclear ribonucleoprotein U1 subunit 70"
"14823"	"0.277"	"0.002689"	"5.32"	"-1.1005"	"9.67e-01"	"HSPC324"	"uncharacterized LOC101928612"
"8224"	"0.277"	"0.0027276"	"-5.31"	"-1.112"	"-1.20"	"OLFM1"	"olfactomedin 1"
"14009"	"0.277"	"0.0026866"	"4.80"	"-1.1125"	"9.93e-01"	"TMCO6"	"transmembrane and coiled-coil domains 6"
"9193"	"0.277"	"0.0027365"	"5.30"	"-1.1146"	"9.07e-01"	""	""
"11601"	"0.277"	"0.0027392"	"-5.30"	"-1.1154"	"-1.33"	"COPS3"	"COP9 signalosome subunit 3"
"18487"	"0.277"	"0.0027767"	"-5.29"	"-1.1263"	"-8.53e-01"	""	""
"20824"	"0.277"	"0.002783"	"-5.28"	"-1.1281"	"-1.19"	"C1orf158"	"chromosome 1 open reading frame 158"
"4002"	"0.277"	"0.0027366"	"-4.78"	"-1.129"	"-8.93e-01"	"GALNT11"	"polypeptide N-acetylgalactosaminyltransferase 11"
"504"	"0.277"	"0.0025241"	"6.36"	"-1.1428"	"1.42"	"CTPS1"	"CTP synthase 1"
"19958"	"0.277"	"0.0028431"	"5.26"	"-1.1454"	"8.73e-01"	""	""
"6329"	"0.277"	"0.0028499"	"5.26"	"-1.1473"	"7.90e-01"	"POLR3G"	"RNA polymerase III subunit G"
"3962"	"0.277"	"0.0028208"	"-4.75"	"-1.156"	"-7.13e-01"	""	""
"8096"	"0.277"	"0.0028872"	"5.24"	"-1.1578"	"9.17e-01"	"ADCY8"	"adenylate cyclase 8"
"15106"	"0.277"	"0.0028601"	"-4.74"	"-1.1684"	"-8.60e-01"	"LOC102606465"	"uncharacterized LOC102606465"
"15689"	"0.277"	"0.0028735"	"4.73"	"-1.1726"	"7.37e-01"	""	""
"18611"	"0.277"	"0.0028794"	"-4.73"	"-1.1744"	"-6.90e-01"	"TNFSF8"	"tumor necrosis factor superfamily member 8"
"18524"	"0.277"	"0.0029662"	"-5.21"	"-1.1796"	"-1.03"	""	""
"384"	"0.277"	"0.0029938"	"5.20"	"-1.1871"	"8.43e-01"	"SLC6A11"	"solute carrier family 6 member 11"
"6519"	"0.277"	"0.0029351"	"4.71"	"-1.1915"	"6.00e-01"	"DNHD1"	"dynein heavy chain domain 1"
"5079"	"0.277"	"0.0029719"	"4.70"	"-1.2027"	"1.74"	"PPM1H"	"protein phosphatase, Mg2+/Mn2+ dependent 1H"
"4291"	"0.277"	"0.0029851"	"4.70"	"-1.2066"	"8.63e-01"	"ISOC1"	"isochorismatase domain containing 1"
"16446"	"0.277"	"0.003067"	"5.17"	"-1.2067"	"7.87e-01"	""	""
"20290"	"0.277"	"0.0030072"	"4.69"	"-1.2132"	"7.07e-01"	"NPBWR2"	"neuropeptides B/W receptor 2"
"601"	"0.277"	"0.0028349"	"-6.18"	"-1.2186"	"-1.11"	"TFCP2L1"	"transcription factor CP2-like 1"
"13533"	"0.277"	"0.003047"	"-4.68"	"-1.225"	"-9.63e-01"	"FBLN1"	"fibulin 1"
"20420"	"0.277"	"0.003049"	"-4.68"	"-1.2256"	"-1.38"	""	""
"1018"	"0.277"	"0.0031422"	"5.14"	"-1.2264"	"8.43e-01"	"EVX1"	"even-skipped homeobox 1"
"8958"	"0.277"	"0.0031542"	"5.14"	"-1.2296"	"7.80e-01"	"SPON1"	"spondin 1"
"5747"	"0.277"	"0.0030775"	"4.67"	"-1.234"	"8.90e-01"	""	""
"7678"	"0.277"	"0.0031961"	"5.12"	"-1.2403"	"9.37e-01"	""	""
"9135"	"0.277"	"0.0032036"	"5.12"	"-1.2422"	"7.60e-01"	"CNGB1"	"cyclic nucleotide gated channel beta 1"
"7585"	"0.277"	"0.0031593"	"4.64"	"-1.2575"	"1.46"	"CDKN1B"	"cyclin dependent kinase inhibitor 1B"
"1120"	"0.277"	"0.0032641"	"-5.10"	"-1.2575"	"-1.15"	"PRKAG1"	"protein kinase AMP-activated non-catalytic subunit gamma 1"
"18737"	"0.277"	"0.0031605"	"-4.64"	"-1.2578"	"-1.03"	"ORF1"	"uncharacterized protein, clone pT-Adv JuaX22"
"13434"	"0.277"	"0.0032936"	"-5.09"	"-1.2649"	"-9.23e-01"	"GNAI3"	"G protein subunit alpha i3"
"7646"	"0.277"	"0.0032955"	"5.09"	"-1.2654"	"8.90e-01"	"GIP"	"gastric inhibitory polypeptide"
"11135"	"0.277"	"0.0032996"	"-5.09"	"-1.2664"	"-8.37e-01"	"SHCBP1"	"SHC binding and spindle associated 1"
"20957"	"0.277"	"0.0032173"	"4.63"	"-1.2739"	"1.20"	"MAP7D1"	"MAP7 domain containing 1"
"14827"	"0.277"	"0.0033424"	"5.07"	"-1.2769"	"7.70e-01"	""	""
"8621"	"0.277"	"0.0032335"	"-4.62"	"-1.2784"	"-8.83e-01"	""	""
"15650"	"0.277"	"0.0023238"	"-6.50"	"-1.2811"	"-1.39"	""	""
"5585"	"0.277"	"0.0033678"	"-5.07"	"-1.2831"	"-1.49"	"RANBP3"	"RAN binding protein 3"
"14131"	"0.277"	"0.0032525"	"-4.62"	"-1.2836"	"-9.03e-01"	""	""
"13814"	"0.277"	"0.0023506"	"-6.48"	"-1.2873"	"-1.73"	"MAL"	"mal, T-cell differentiation protein"
"2314"	"0.277"	"0.003392"	"5.06"	"-1.289"	"7.83e-01"	"POLR1B"	"RNA polymerase I subunit B"
"16984"	"0.277"	"0.0033942"	"-5.06"	"-1.2896"	"-8.60e-01"	""	""
"257"	"0.277"	"0.0033995"	"-5.05"	"-1.2908"	"-9.83e-01"	"HPCA"	"hippocalcin"
"4060"	"0.277"	"0.003295"	"4.61"	"-1.2953"	"5.80e-01"	"ZNF439"	"zinc finger protein 439"
"12016"	"0.277"	"0.0033197"	"4.60"	"-1.302"	"7.67e-01"	"APP"	"amyloid beta precursor protein"
"17894"	"0.277"	"0.003447"	"-5.04"	"-1.3022"	"-1.39"	""	""
"10746"	"0.277"	"0.0033263"	"4.60"	"-1.3038"	"9.27e-01"	"STK4"	"serine/threonine kinase 4"
"10565"	"0.277"	"0.0033445"	"4.59"	"-1.3087"	"8.03e-01"	"PDLIM1"	"PDZ and LIM domain 1"
"17414"	"0.277"	"0.0033465"	"4.59"	"-1.3093"	"9.97e-01"	"DKFZP547J0410"	"DKFZP547J0410 protein"
"100"	"0.277"	"0.0034796"	"-5.03"	"-1.31"	"-9.53e-01"	"ASXL2"	"additional sex combs like 2, transcriptional regulator"
"8438"	"0.277"	"0.0033544"	"4.59"	"-1.3114"	"1.54"	"CTBP1"	"C-terminal binding protein 1"
"3944"	"0.277"	"0.0035112"	"-5.02"	"-1.3174"	"-7.60e-01"	"PDCL3P4"	"phosducin-like 3 pseudogene 4"
"16110"	"0.277"	"0.0035281"	"5.01"	"-1.3214"	"7.67e-01"	"GRB10"	"growth factor receptor bound protein 10"
