"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"ID15335"	"0.02626"	"1.32e-04"	"5.1581238"	"1.31077"	"2.29212558"	""	""
"ID1239"	"0.02626"	"1.32e-04"	"5.1576599"	"1.30997"	"2.3563925"	"HUNK"	"hormonally upregulated Neu-associated kinase"
"ID12393"	"0.02626"	"1.33e-04"	"5.1542529"	"1.30406"	"1.24010813"	"ISLR"	"immunoglobulin superfamily containing leucine-rich repeat"
"ID16265"	"0.02626"	"1.33e-04"	"5.154161"	"1.3039"	"2.02921425"	"ASMTL"	"acetylserotonin O-methyltransferase-like"
"ID1225"	"0.02708"	"1.41e-04"	"5.123776"	"1.25117"	"3.59230583"	"CDK2"	"cyclin-dependent kinase 2"
"ID14405"	"0.02708"	"1.41e-04"	"-5.1208678"	"1.24612"	"-1.70393346"	"RFC4"	"replication factor C (activator 1) 4, 37kDa"
"ID6055"	"0.02708"	"1.42e-04"	"-5.1187335"	"1.24241"	"-1.07075237"	"SLC39A1"	"solute carrier family 39 (zinc transporter), member 1"
"ID2439"	"0.02734"	"1.45e-04"	"5.1075651"	"1.22299"	"0.97412763"	""	""
"ID5424"	"0.02802"	"1.50e-04"	"5.0883012"	"1.18944"	"2.19020737"	"NCAM1"	"neural cell adhesion molecule 1"
"ID13016"	"0.02828"	"1.54e-04"	"-5.0754165"	"1.16697"	"-0.95856767"	"PAPPA"	"pregnancy-associated plasma protein A, pappalysin 1"
"ID11473"	"0.02828"	"1.55e-04"	"5.0714807"	"1.16011"	"0.84248275"	"SSX3"	"synovial sarcoma, X breakpoint 3"
"ID4252"	"0.02831"	"1.57e-04"	"-5.0650553"	"1.14889"	"-2.03765058"	"KYNU"	"kynureninase (L-kynurenine hydrolase)"
"ID12568"	"0.0288"	"1.61e-04"	"5.0500597"	"1.12269"	"1.66742896"	"CAND2"	"cullin-associated and neddylation-dissociated 2 (putative)"
"ID15816"	"0.02919"	"1.69e-04"	"-5.0247026"	"1.07832"	"-1.41217954"	"PRKAG1"	"protein kinase, AMP-activated, gamma 1 non-catalytic subunit"
"ID12348"	"0.02919"	"1.70e-04"	"5.0229854"	"1.07531"	"1.85134458"	"PLN"	"phospholamban"
"ID12214"	"0.02919"	"1.70e-04"	"-5.0227939"	"1.07497"	"-1.33826908"	"PVR"	"poliovirus receptor"
"ID4415"	"0.02919"	"1.77e-04"	"-5.0007803"	"1.03637"	"-2.56932204"	""	""
"ID10099"	"0.02919"	"1.81e-04"	"4.9891514"	"1.01595"	"3.02748754"	""	""
"ID3011"	"0.02919"	"1.84e-04"	"-4.979749"	"0.99943"	"-0.98575729"	"TRPA1"	"transient receptor potential cation channel, subfamily A, member 1"
"ID15976"	"0.02919"	"1.86e-04"	"4.973749"	"0.98888"	"1.12232058"	"FLRT1"	"fibronectin leucine rich transmembrane protein 1"
"ID13346"	"0.02919"	"1.87e-04"	"-4.9733169"	"0.98812"	"-0.92841625"	"TCOF1"	"Treacher Collins-Franceschetti syndrome 1"
"ID13906"	"0.02919"	"1.90e-04"	"-4.9630604"	"0.97007"	"-1.28903342"	"FAM86A"	"family with sequence similarity 86, member A"
"ID4850"	"0.02919"	"1.91e-04"	"-4.9614551"	"0.96724"	"-1.27199338"	"TAGLN2"	"transgelin 2"
"ID1036"	"0.02919"	"1.93e-04"	"-4.9553553"	"0.9565"	"-1.04200921"	"RPL35A"	"ribosomal protein L35a"
"ID5692"	"0.02919"	"1.93e-04"	"4.955129"	"0.9561"	"1.39624521"	""	""
"ID11940"	"0.02919"	"1.95e-04"	"4.9510485"	"0.94891"	"1.15908521"	"PTPN4"	"protein tyrosine phosphatase, non-receptor type 4 (megakaryocyte)"
"ID1389"	"0.02919"	"1.95e-04"	"-4.9498705"	"0.94684"	"-1.55988775"	"PGF"	"placental growth factor, vascular endothelial growth factor-related protein"
"ID6458"	"0.02919"	"1.97e-04"	"4.9457721"	"0.93961"	"0.81860175"	"CBR3"	"carbonyl reductase 3"
"ID93"	"0.02919"	"1.98e-04"	"-4.9431567"	"0.935"	"-1.1160735"	"ADM"	"adrenomedullin"
"ID12223"	"0.02919"	"2.01e-04"	"4.9349612"	"0.92055"	"1.09345238"	"SRD5A2"	"steroid-5-alpha-reductase, alpha polypeptide 2 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 2)"
"ID15076"	"0.02919"	"2.01e-04"	"-4.9332216"	"0.91748"	"-1.38564858"	"KRT8"	"keratin 8"
"ID7982"	"0.02919"	"2.04e-04"	"-4.9272148"	"0.90688"	"-1.17901029"	"NOL1"	"nucleolar protein 1, 120kDa"
"ID7613"	"0.02919"	"2.05e-04"	"4.9247723"	"0.90257"	"1.00020412"	"FKBP8"	"FK506 binding protein 8, 38kDa"
"ID12445"	"0.02919"	"2.05e-04"	"-4.9241508"	"0.90147"	"-1.68149504"	""	""
"ID9244"	"0.02919"	"2.06e-04"	"-4.9213528"	"0.89653"	"-0.95081879"	"RPL35A"	"ribosomal protein L35a"
"ID205"	"0.02919"	"2.08e-04"	"-4.9153462"	"0.88592"	"-1.382232"	"FADS3"	"fatty acid desaturase 3"
"ID5414"	"0.02919"	"2.09e-04"	"4.9129626"	"0.8817"	"2.10495679"	"ABCA8"	"ATP-binding cassette, sub-family A (ABC1), member 8"
"ID15252"	"0.02919"	"2.10e-04"	"-4.9118044"	"0.87966"	"-1.40109087"	""	""
"ID7805"	"0.02919"	"2.11e-04"	"4.9098248"	"0.87616"	"1.27368279"	"APC2"	"adenomatosis polyposis coli 2"
"ID9423"	"0.02919"	"2.12e-04"	"-4.9070917"	"0.87133"	"-1.42466529"	"PPIF"	"peptidylprolyl isomerase F (cyclophilin F)"
"ID161"	"0.02958"	"2.19e-04"	"4.88853"	"0.83849"	"1.19281529"	"CLC"	"Charcot-Leyden crystal protein"
"ID10851"	"0.02958"	"2.20e-04"	"4.885643"	"0.83337"	"0.99480208"	"APLN"	"apelin, AGTRL1 ligand"
"ID9390"	"0.02958"	"2.24e-04"	"-4.8770907"	"0.81822"	"-1.33537521"	"CBFA2T2"	"core-binding factor, runt domain, alpha subunit 2; translocated to, 2"
"ID9426"	"0.02958"	"2.25e-04"	"4.8754435"	"0.8153"	"1.10216717"	"GFRA1"	"GDNF family receptor alpha 1"
"ID277"	"0.02958"	"2.27e-04"	"-4.8696965"	"0.80512"	"-1.30342129"	"RGS20"	"regulator of G-protein signaling 20"
"ID4808"	"0.02958"	"2.28e-04"	"-4.8674728"	"0.80117"	"-0.74991079"	"PAPPA"	"pregnancy-associated plasma protein A, pappalysin 1"
"ID16011"	"0.02958"	"2.28e-04"	"-4.8671794"	"0.80065"	"-1.62564754"	"BCAT1"	"branched chain aminotransferase 1, cytosolic"
"ID15365"	"0.02958"	"2.29e-04"	"-4.8661424"	"0.79881"	"-1.69834125"	"MATN3"	"matrilin 3"
"ID4383"	"0.02987"	"2.34e-04"	"4.8552774"	"0.77954"	"0.90958463"	"TCIRG1"	"T-cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 subunit A3"
"ID15905"	"0.02987"	"2.37e-04"	"4.8481478"	"0.76688"	"2.89591608"	""	""
"ID4604"	"0.02987"	"2.37e-04"	"-4.8474356"	"0.76561"	"-1.49522996"	"POLE2"	"polymerase (DNA directed), epsilon 2 (p59 subunit)"
"ID3599"	"0.02987"	"2.42e-04"	"4.8364383"	"0.74607"	"1.64041954"	""	""
"ID7163"	"0.02987"	"2.43e-04"	"-4.833712"	"0.74123"	"-2.28882204"	"NEFH"	"neurofilament, heavy polypeptide 200kDa"
"ID1073"	"0.02987"	"2.44e-04"	"-4.8328578"	"0.73971"	"-1.41119042"	"LTF"	"lactotransferrin"
"ID4391"	"0.02987"	"2.44e-04"	"-4.8327811"	"0.73957"	"-1.158261"	"NUP50"	"nucleoporin 50kDa"
"ID4419"	"0.02993"	"2.48e-04"	"-4.8244029"	"0.72467"	"-1.21584808"	""	""
"ID12545"	"0.02993"	"2.48e-04"	"4.8241396"	"0.7242"	"1.10327729"	"WDR45"	"WD repeat domain 45"
"ID10241"	"0.03007"	"2.51e-04"	"4.816684"	"0.71093"	"1.375123"	"FGF13"	"fibroblast growth factor 13"
"ID7697"	"0.03007"	"2.55e-04"	"4.8092518"	"0.6977"	"2.84928667"	""	""
"ID6248"	"0.03007"	"2.56e-04"	"4.8073063"	"0.69423"	"1.60769108"	"AMY1C///AMY1B///AMY1A"	"amylase, alpha 1C (salivary)///amylase, alpha 1B (salivary)///amylase, alpha 1A (salivary)"
"ID16116"	"0.03007"	"2.57e-04"	"-4.8051905"	"0.69046"	"-1.50366458"	"CHKA"	"choline kinase alpha"
"ID3702"	"0.03007"	"2.60e-04"	"-4.8002188"	"0.68161"	"-1.57470475"	"SHANK2"	"SH3 and multiple ankyrin repeat domains 2"
"ID584"	"0.03007"	"2.60e-04"	"-4.7988226"	"0.67912"	"-1.31896292"	"NUPR1"	"nuclear protein 1"
"ID6812"	"0.03007"	"2.65e-04"	"-4.7890026"	"0.66161"	"-1.00329371"	"MAGOH"	"mago-nashi homolog, proliferation-associated (Drosophila)"
"ID7560"	"0.03007"	"2.67e-04"	"-4.784855"	"0.65421"	"-1.35078492"	"PCNA"	"proliferating cell nuclear antigen"
"ID7779"	"0.03007"	"2.68e-04"	"-4.782564"	"0.65012"	"-0.96070596"	"GOLT1B"	"golgi transport 1 homolog B (S. cerevisiae)"
"ID7787"	"0.03007"	"2.69e-04"	"-4.7814103"	"0.64806"	"-1.82712754"	""	""
"ID2346"	"0.03007"	"2.71e-04"	"4.7779878"	"0.64195"	"1.44275483"	"GPR34"	"G protein-coupled receptor 34"
"ID12112"	"0.03007"	"2.73e-04"	"4.7737742"	"0.63443"	"1.21207621"	"UTRN"	"utrophin"
"ID15796"	"0.03007"	"2.75e-04"	"-4.7706471"	"0.62884"	"-2.78109904"	"ACAT2"	"acetyl-Coenzyme A acetyltransferase 2 (acetoacetyl Coenzyme A thiolase)"
"ID12925"	"0.03007"	"2.75e-04"	"4.7705535"	"0.62868"	"1.46592658"	"FIGF"	"c-fos induced growth factor (vascular endothelial growth factor D)"
"ID12873"	"0.03039"	"2.79e-04"	"-4.7615892"	"0.61266"	"-0.77443767"	"TRIM44"	"tripartite motif-containing 44"
"ID4945"	"0.03039"	"2.81e-04"	"4.7580575"	"0.60635"	"1.07272775"	"KCNMB3"	"potassium large conductance calcium-activated channel, subfamily M beta member 3"
"ID13764"	"0.03066"	"2.88e-04"	"4.7467181"	"0.58607"	"1.26339067"	"TLR3"	"toll-like receptor 3"
"ID13756"	"0.03066"	"2.88e-04"	"4.7465903"	"0.58584"	"0.7659325"	"GPX3"	"glutathione peroxidase 3 (plasma)"
"ID16131"	"0.0309"	"2.92e-04"	"-4.7392334"	"0.57267"	"-1.55234404"	"CD44"	"CD44 molecule (Indian blood group)"
"ID9428"	"0.03111"	"2.96e-04"	"4.7323387"	"0.56033"	"1.16305567"	"ROD1"	"ROD1 regulator of differentiation 1 (S. pombe)"
"ID5333"	"0.03137"	"3.01e-04"	"4.723744"	"0.54493"	"1.35865708"	"ARSF"	"arylsulfatase F"
"ID309"	"0.03137"	"3.02e-04"	"-4.721493"	"0.5409"	"-0.95951583"	"ACOT9"	"acyl-CoA thioesterase 9"
"ID14456"	"0.03177"	"3.09e-04"	"4.709667"	"0.51969"	"1.52858013"	"AMY1C///AMY1B///AMY1A"	"amylase, alpha 1C (salivary)///amylase, alpha 1B (salivary)///amylase, alpha 1A (salivary)"
"ID1715"	"0.03177"	"3.11e-04"	"-4.7062032"	"0.51348"	"-1.55744138"	"MYC"	"v-myc myelocytomatosis viral oncogene homolog (avian)"
"ID1224"	"0.03177"	"3.13e-04"	"-4.7031912"	"0.50807"	"-1.97961063"	"BMPR1A"	"bone morphogenetic protein receptor, type IA"
"ID16003"	"0.03177"	"3.14e-04"	"4.7018755"	"0.50571"	"0.94781667"	"LILRA1///LILRB1"	"leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 1///leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 1"
"ID4387"	"0.03304"	"3.28e-04"	"-4.6783826"	"0.46351"	"-1.722786"	"STAM2"	"signal transducing adaptor molecule (SH3 domain and ITAM motif) 2"
"ID170"	"0.03314"	"3.31e-04"	"4.6735579"	"0.45484"	"1.97366071"	"PRKG1"	"protein kinase, cGMP-dependent, type I"
"ID7012"	"0.03316"	"3.33e-04"	"4.6701621"	"0.44873"	"4.18408642"	""	""
"ID6197"	"0.03333"	"3.40e-04"	"-4.6592477"	"0.42909"	"-1.56349783"	"RFC4"	"replication factor C (activator 1) 4, 37kDa"
"ID1004"	"0.03333"	"3.41e-04"	"-4.6586221"	"0.42796"	"-1.76724121"	"SLC27A2"	"solute carrier family 27 (fatty acid transporter), member 2"
"ID12517"	"0.03333"	"3.42e-04"	"-4.6573047"	"0.42559"	"-1.93049029"	"POLD3"	"polymerase (DNA-directed), delta 3, accessory subunit"
"ID8790"	"0.03333"	"3.43e-04"	"-4.6551815"	"0.42177"	"-1.37971337"	"RNF138"	"ring finger protein 138"
"ID1232"	"0.03404"	"3.53e-04"	"4.6411112"	"0.39642"	"1.02528738"	"JPH3"	"junctophilin 3"
"ID11721"	"0.03462"	"3.61e-04"	"-4.6282348"	"0.37321"	"-1.10284217"	"KCNN3"	"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3"
"ID11920"	"0.03462"	"3.63e-04"	"4.6263788"	"0.36986"	"1.054801"	"BFSP2"	"beaded filament structural protein 2, phakinin"
"ID10700"	"0.0348"	"3.70e-04"	"4.6157497"	"0.35068"	"0.83884883"	"SLC6A12"	"solute carrier family 6 (neurotransmitter transporter, betaine/GABA), member 12"
"ID4063"	"0.0348"	"3.71e-04"	"-4.6154118"	"0.35007"	"-2.06909908"	"BLM"	"Bloom syndrome"
"ID8169"	"0.0348"	"3.77e-04"	"4.6066047"	"0.33416"	"0.97390117"	"KLK7"	"kallikrein-related peptidase 7"
"ID8378"	"0.0348"	"3.82e-04"	"4.6000734"	"0.32236"	"1.99614513"	"PRKG1"	"protein kinase, cGMP-dependent, type I"
"ID11116"	"0.0348"	"3.87e-04"	"4.5936118"	"0.31068"	"3.19861671"	""	""
"ID12460"	"0.0348"	"3.88e-04"	"-4.592277"	"0.30827"	"-1.94564758"	"KYNU"	"kynureninase (L-kynurenine hydrolase)"
"ID3272"	"0.0348"	"3.88e-04"	"-4.5914329"	"0.30674"	"-2.01807467"	"GAL"	"galanin prepropeptide"
"ID16002"	"0.0348"	"3.89e-04"	"4.5903663"	"0.30481"	"1.29687233"	"GAS2///FANCF"	"growth arrest-specific 2///Fanconi anemia, complementation group F"
"ID13586"	"0.0348"	"3.90e-04"	"4.5887116"	"0.30182"	"1.44939704"	"SCHIP1"	"schwannomin interacting protein 1"
"ID4684"	"0.0348"	"3.92e-04"	"-4.5864645"	"0.29776"	"-0.79074146"	"NARF"	"nuclear prelamin A recognition factor"
"ID1410"	"0.0348"	"3.93e-04"	"-4.5852144"	"0.2955"	"-1.43101196"	"DNAH9"	"dynein, axonemal, heavy chain 9"
"ID1891"	"0.0348"	"3.96e-04"	"4.581687"	"0.28911"	"4.10059104"	""	""
"ID7802"	"0.0348"	"3.96e-04"	"-4.5813835"	"0.28856"	"-0.74716125"	"CLEC10A"	"C-type lectin domain family 10, member A"
"ID15883"	"0.0348"	"3.96e-04"	"4.581231"	"0.28829"	"0.73344054"	"TNK2"	"tyrosine kinase, non-receptor, 2"
"ID5376"	"0.0348"	"3.96e-04"	"4.5806199"	"0.28718"	"1.21214242"	"UBE2D1"	"ubiquitin-conjugating enzyme E2D 1 (UBC4/5 homolog, yeast)"
"ID5131"	"0.03502"	"4.01e-04"	"-4.5745806"	"0.27625"	"-0.72748304"	"CARS"	"cysteinyl-tRNA synthetase"
"ID5527"	"0.03542"	"4.09e-04"	"4.5648221"	"0.25858"	"0.79161021"	"CLEC3B"	"C-type lectin domain family 3, member B"
"ID13215"	"0.03542"	"4.10e-04"	"-4.5632343"	"0.25571"	"-1.529851"	"PTTG1"	"pituitary tumor-transforming 1"
